sentence1	sentence2	label
上汽集团4日宣布 公司整体上半年累计销量352万辆 累计同比增长10 88 其中 新能源车继5月突破万辆后 6月销量达13162辆 同比增长456 上半年累计销量4 4万 超过2017年全年销量 相关融资标的 上汽集团 600104	上汽集团 上半年销量增长11 达352万辆 财联社7月4日讯 上汽集团 sh600104 宣布 公司整体上半年累计销量352万辆 累计同比增长10 88 其中 新能源车继5月突破万辆后 6月销量达13162辆 同比增长456 上半年累计销量4 4万 超过2017年全年销量	1
小米计划于2019年进入美国市场 该公司的高级副总裁王翔在周二接受路透社采访时表示 美国市场 非常具有吸引力 该公司正在增派人手 开发兼容美国手机网络的机型版本 路透	财联社7月4日讯 港交所 将于2018年7月9日推出小米期货及期权 小米衍生权证 五家发行商已于6月29日推出合共18只认购权证	0
联化科技4日公告 半年报业绩预期变动幅度由 30 至0 下修至比上年同期下降100 70 预计盈利0万元至5 053 93万元 下调原因为子公司因环保原因停产	联化科技 下调业绩预期 上半年净利预降70 100 21 东方金钰资管产品利息兑付逾期 陆金所代销涉金额七千余万 22 联合信用下调金花集团主体评级至aa 23 惠誉下调刚泰集团评级至b 经济预警消息 1 美国对从中国进口的340亿美元商品自2018年7月6日起实施加征关税 美国政府在6月发布了加征关税的商品清	0
东华软件7月4日晚间上修业绩预告 预计公司2018年上半年净利润3 2亿元 3 8亿元 同比下滑48 38 公司因上年同期出售其所持有的北京东方通科技股权 取得投资收益 导致公司上年同期业绩基数较高 相关融券标的 东华软件 002065	东华软件 002065 点评 2017 年公司处置东方通科技股权 获得3 74 亿元投资收益 剔除投资收益影响 2017 年上半年公司净利润在2 54 亿元左右 因此 公司2018 年上半年实现净利润3 2 亿元 3 8 亿元 扣非净利润同比增长25 50 我们预测 公司半年报利润处于区间中值水平 公司上修业绩预告的主要原因是医疗金融业务订单持续增长 项目落地速度超出预期 同时公司研发投入在营收的占比连续三年达到10 以上 累计投入金额近30 亿 其产品竞争力厚积薄发逐渐体现	0
据外媒报道 德国总理默克尔周三在德国议会上表示 美国计划中的汽车进口关税带来的危害可能比钢铝关税要严重得多 为了避免与美国爆发贸易战 欧盟将尽一切努力 但美国需要加入这一努力 默克尔指出 在促进经济增长上 进行合作会更有效率 这一点在解决金融危机上已经得到体现	默克尔 汽车关税要比钢铁关税危害大 财联社7月4日讯 据外媒报道 德国总理默克尔周三在德国议会上表示 美国计划中的汽车进口关税带来的危害可能比钢铝关税要严重得多 为了避免与美国爆发贸易战 欧盟将尽一切努力 但美国需要加入这一努力 默克尔指出 在促进经济增长上 进行合作会更有效率 这一点在解决金融危机上已经得到体现	1
海兴电力4日在互动平台表示 公司在巴西的订单主要是以巴西雷亚尔结算为主 同时 公司根据应收款一定比例进行了远期锁定汇率 以降低汇率波动的风险	同花顺 300033 财经讯 5月8日 海兴电力 603556 在投资者关系互动平台上表示 年新增650万只智能仪表项目正在建设中 巴西项目已处于试运行阶段 项目投资完成时 公司会进行确认公告	0
wti原油周二盘中突破75美元 桶 为2014年以来首次 因此前伊朗似乎威胁说 若美国继续对伊制裁 伊朗将中断中东海湾地区的石油运输 但油价随后迅速回撤至73美元 桶下方 研究公司tradition energy副主席mcgillian称 油价跳水可能是因为有交易员认为供应中断的说法言过其实 同时也可能是要赶在周三美国独立日休市前获利平仓 促使油价走低	2 美国6月29日当周api原油库存 450万桶 创2016年9月份以来最大单周降幅 美国6月29日当周api原油库存 450万桶 前美国wti原油8月期货周二 7月3日 收涨0 25美元 或0 34 报74 14美元 桶 布伦特原油9月期货周五收涨0 16美元 或0 21 报77 76美元 桶 值 922 8万桶 创2016年9月份以来最大单周降幅	0
近日 广东省发改委发布了 关于我省新能源汽车用电价格有关问题的通知 通知指出 全省各类已安装独立电表的电动汽车充电设施用电均免收基本电费 各地级以上市价格主管部门制定的各类电动汽车充电服务费标准上限 最高不得超过每千瓦时0 8元 原上限低于0 8元的地方可继续执行原有政策及标准	东省发改委发布了 关于我省新能源汽车用电价格有关问题的通知 通知指出 全省各类已安装独立电表的电动汽车充电设施用电均免收基本电费 各地级以上市价格主管部门制定的各类电动汽车充电服务费标准上限 最高不得超过每千瓦时	1
真视通将于2018年07月06日解禁5481 13万股 占总股本比例33 92 相关个股 真视通 002771	真视通将于2018 07 06日解禁1370 28万股 解禁市值为2 1亿元 解禁股份占总股本8 48 解禁股份占流通股17 6 该解禁股属于新股首发类型 发行价为12 78元	0
统计局称 企业数量由于企业经营状况的变化总是在变动中 有新建的 有注销的 有合并的 还有规模变大进入2000万元统计门槛的 也有规模变小退出2000万元门槛的 因此 工业统计的企业数量是在变动的 过去一年 由于多种原因 规上工业企业数量是减少的 从相关部门数据看 1 5月份国有企业利润总额同比增长20 9 一季度a股非金融企业净利润增速为23 6 工业利润增速与这些数据是匹配的 趋势一致	日前 国家统计局发布了2018年1 5月份全国规模以上工业企业利润数据 社会各界较为关注 就如何看待这一数据等问题 国家统计局新闻发言人毛盛勇接受了记者采访	0
一年已过半 非金融企业信用债发行在2018年上半年整体回暖 wind数据显示 2018年上年 非金融企业信用债总计发行数量为3041只 总规模为3 14万亿元 较2017年同期同比增长了43 4 但与2016年上半年的4 48万亿相比 则尚有差距 中信证券信用研究员吕品认为 今年信用债发行的回暖是在债市整体回暖的背景下发生的 但结构的差别凸显了信用风险与市场风险偏好的嬗变 分拆结构看 信用债发行回暖更多是aaa等级的回暖 中低等级品种的发行仍然困难重重 21世纪经济报道	导读 债市动荡对企业债务融资的负面影响还在持续显现 据不完全统计 10月以来 已有逾1000亿企业信用类债券取消或推迟发行 近期市场利率异常波动 不仅影响了债市融资功能的正常发挥 提升了企业融资成本 而且增加了信用风险暴露的几率 亦给初显企稳姿态的经济带来挑战 发债困难 利率飙升 不光可能妨碍经济企稳	0
今年以来 第三方支付行业强监管态势仍在延续 据统计 今年上半年国内的第三方支付机构共收到34张行政处罚 包括拉卡拉 通联支付 钱袋宝等30家机构 被累计罚款金额超过4500万元 其中 中汇电子支付有限公司 易生支付有限公司均遭到央行处罚3次 通联支付网络服务股份有限公司遭央行处罚2次 证券日报	针对证券公司在日常监管中出现的涉嫌违法违规行为 证监会及其派出机构已对27家券商开出34份行政处罚决定书或自律监管文件 今年以来 证监会进一步强化了证券公司的现场检查力度 记者了解到 34张罚单中 内控不当与投行业务违规各占一半 暴露出这些券商合规管理意识薄弱	0
据香港信报 惠誉首席经济师brian coulton发表报告称 如果特朗普坚持与其他国家持续爆发贸易争端 可能导致全球经济损失最多2万亿美元 美国研究开征汽车进口税 增加中国进口货征税类别 以及对其他国家启动报复性关税措施等行动有激化趋势 以致整体贸易活动受到冲击 如果美国真的退出北美自由贸易协定 nafta 全球贸易格局更会受到重大打击 除了全球经济受损外 他表示 贸易战恶化 美国进口货价可能突然急升35 至40 令到当地生产总值减少0 5个百分点	贸易战或令全球经济损失2万亿美元 惠誉首席经济师brian coulton发表报告称 如果特朗普坚持与其他国家持续爆发贸易争端 可能导致全球经济损失最多2万亿美元 美国研究开征汽车进口税 增加中国进口货征税类别 以及对其他国家启动报复性关税措施等行动有激化趋势 以致整体贸易活动受到冲击	1
中国现在具备打赢重大风险攻坚战和应对外部风险的诸多有利条件 首先 中国经济正向高质量发展迈进 市场主体韧性强 国内巨大规模市场的回旋空间广阔 其次 早在去年7月召开的全国金融工作会议就提出要把主动防范化解系统性金融风险放在更加重要的位置 科学防范 早识别 早预警 早发现 早处置 着力防范化解重点领域风险 着力完善金融安全防线和风险应急处置机制 21世纪经济报道	据报道 会议认为 党的十九大以来 金融系统团结协作 坚持稳中求进 坚持底线思维 监管体系建设和金融风险处置取得积极成效 结构性去杠杆有序推进 高风险金融业务收缩 一些机构野蛮扩张行为收敛 金融乱象得到初步遏制 市场约束逐步增强 市场主体心理预期出现积极变化 审慎经营理念得到强化 金融运行整体稳健	0
柯达 kodk 收跌3 90 埃森哲 acn 收涨0 07 overstock com ostk 收涨8 98 riot blockchain riot 收跌2 04 marathon patent mara 收跌1 57 sqare sq 收跌2 20 seven stars cloud ssc 收涨9 86	美股7月开门红 科技股普涨 美股低开高走 实现7月开门红 标普500指数收盘上涨8 34点 涨幅0 31 报2726 71点 纳斯达克指数上涨57 40点 涨幅0 76 报7567 69点 道琼斯指数上涨35 80点 涨幅0 15 报24307 18点 科技股普遍收涨 美光科技 推特 英伟达和甲骨文涨幅居前	0
国务院发展研究中心研究员任兴洲表示 楼市调控政策要立足当下 更应着手长远 包括土地的 金融的 税收的 还有信息的各个方面 以及其他改革和房地产之间的关系等 央广财经评论员王冠则认为 眼下调控进入深水区 期待长效机制综合治理 这就涉及到正在进行中的个税调整 还有地方财政的问题 地方财政如何更好的开源问题 房地产不仅仅是盖多少房子再把它卖出去那么简单 另一方面也呼唤全社会如何能够更好的形成合力 使得调控不断落地 央视财经	今年以来 在中央 房住不炒 的调控精神指导下 多地因城施策 分类调控政策频出 特别是近一段时间 部分城市楼市出现过热苗头 投机炒作有所抬头 引起了中央政府的高度重视 在住建部及时约谈了12个城市 再次重申调控力度不放松并出台6大调控措施后 多地调控再次密集加码 进一步封堵炒房 漏洞	0
棕榈股份7月4日晚间公告 公司中标 鼎湖区321国道沿线绿化大提升工程项目 设计施工总承包 中标总价为1 34亿元	东方园林 中标34 98亿ppp项目 公司收到中标通知书 确认中标南召县黄鸭河流域治理及县域生态环境建设ppp项目 项目总投资34 98亿元	0
转眼2018年已经过半 国内电影市场数据不断刷新纪录 上半年国内票房总收入320亿元 同比增长17 8 最显著的特点是 国产电影崛起 上半年国产影片票房为189 65亿元 同比增长80 1 在票房收入top10排行榜中 国产电影占比达到六成 证券日报	2018年已经过去一半 中国电影市场成绩单近日出炉 根据国家电影局的数据 截至2018年6月30日 今年上半年中国电影票房为320 31亿元 同比增长17 82 总人次为9 01亿 同比增长15 34 记者在这份成绩单中发现 山东的票房为13 68亿元 观影人次达到4047 9万 全国排名第八位 与2017年持平	0
海顺新材4日晚间公告 首次公开发行募投项目 苏州海顺年产4500吨新型药用包装材料项目 及 多凌药包年产1500吨新型药用包装材料项目 完成食药监总局原料药 药用辅料和药包材登记备案 已达到预定可使用状态 并可正常投入使用	海顺新材 300501 ai决策 5月21日晚间公告称 公司2017年年度权益分派方案为 以公司现有总股本67 258 800股为基数 向全体股东每10股派5元人民币现金 同时 以资本公积金向全体股东每10股转增5股 分红前本公司总股本为67 258 800股 分红后总股本增至100 888 200股	0
中国人民银行货币政策委员会委员刘世锦指出 去杠杆初见成效 我国进入稳杠杆阶段 过去一个时期我国杠杆率增长较快 与我国储蓄主体与投资主体不匹配 权益融资比重偏低 货币化进程和金融深化较快 国有企业和平台公司曾一定程度上承担政府职能等因素有关 随着我国经济进入高质量发展阶段 上述推升杠杆率的因素正在出现重要变化 上证报	央行货币政策委员会委员刘世锦 结构性去杠杆有序推进 财联社7月4日讯 人民银行货币政策委员会委员刘世锦指出 去杠杆初见成效 我国进入稳杠杆阶段 在总杠杆率得到有效控制的同时 杠杆结构也呈现优化态势 刘世锦预计 未来我国杠杆率将总体趋稳 推升杠杆率的因素正在出现重要变化 一是由高速增长转向高质量发展 二是我国商品和要素领域的货币化程度已经较高 伴随着人口老年化的到来 城镇化进程趋缓 货币化过程也将减速 在杠杆率上会有所显现 三是金融监管加强 金融市场逐步完善 影子银行等导致杠杆率上升的状况将会有较大改变 四是地方政府债务约束加强 特别是对地方政府隐形债务的清理 整顿和规范力度加大 五是去产能取得重要进展 供求缺口收缩 企业盈利能力和可持续性增强 在上述因素的共同作用下 未来我国杠杆率将总体趋稳 并逐步有序降低 刘世锦指出 上证报	0
跨境区域协调是粤港澳大湾区的核心困境 7月2日 在2018粤港澳大湾区研究成果发布会上 中山大学地理科学与规划学院教授刘云刚认为 这也是粤港澳大湾区不同于世界其他湾区的最大特色 对此 中山大学粤港澳发展研究院首席专家 副院长陈广汉建议 粤港澳大湾区的建设 要创新区域合作的体制机制 基于粤港澳大湾区内部存在制度上的独特性 中央政府在粤港澳大湾区的建设中 需要扮演重要的角色 每经网	新华社 粤港澳大湾区战略催生珠三角经济新气质 财联社7月3日讯 新华社今日发表文章指出 正在崛起的粤港澳大湾区 不仅将重塑世界经济版图 还催生了珠三角地区经济新气质 亚投行行长金立群等专家认为 粤港澳大湾区是继纽约湾区 旧金山湾区 东京湾区之后的世界第四大湾区 将为世界提供新的增长极和动力源 随着粤港澳大湾区逐渐成为经济新引擎 一个辐射东中西部地区 更大更包容更国际化的开放平台将日益显现	1
因提早收市的美国股市下滑 引发对美国国债的避险买需 令收益率曲线处于近十一年来最平水准 交易商和分析师表示 对全球贸易战全面爆发的担忧引发投资者押注 全球经济增长和通胀放缓 这意味着即使美联储提高短期利率 但美国长债收益率将不会大幅上涨 当前对国债的避险需求缩窄了短期和长期国债收益率之间的差距 一些投资者担心 短债收益率可能高于长债收益率 这现象被称为收益率曲线倒挂 发生在过去五次美国经济衰退之前的大约12至18个月 路透	美债收益率周二下滑 美债避险需求提升 因提早收市的美国股市下滑 引发对美国国债的避险买需 令收益率曲线处于近十一年来最平水准 交易商和分析师表示 对全球贸易战全面爆发的担忧引发投资者押注 全球经济增长和通胀放缓 这意味着即使美联储提高短期利率 但美国长债收益率将不会大幅上涨 当前对国债的避险需求缩窄了短期和长期国债收益率之间的差距 一些投资者担心 短债收益率可能高于长债收益率 这现象被称为收益率曲线倒挂 发生在过去五次美国经济衰退之前的大约12至18个月 路透	1
美国东部时间7月2日 美国商务部发布公告 暂时 部分解除对中兴通讯公司的出口禁售令 公告称 从公告发布之日起至8月1日 在有限条件下解除对中兴通讯公司的出口禁令 目前还不清楚 对中兴的7年禁售令 随后会不会完全解除 相关融券标的 中兴通讯 000063 央视	中国网新闻7月5日讯 记者 魏婧 针对中美贸易摩擦 商务部新闻发言人高峰今日在例行新闻发布会上表示 美方近日再次威胁 要对中方全部5000亿美元输美产品征税 不仅如此 美国对其他国家和地区的贸易伙伴也发出了类似威胁 这种举着关税大棒四处要挟的贸易霸凌主义 是逆时代潮流的 他强调 中国既不会在威胁和讹诈面前低头 也不会动摇捍卫全球自由贸易和多边体制的决心	0
尽管近期市场整体走势不甚理想 但涨停个股数量却不减反增 过去8个交易日中 沪深两市日均涨停板家数达62家 在此之前 两市今年以来的日均涨停家数仅为44家 梳理发现 活跃资金紧紧围绕三条热点主线 第一条主线是新能源汽车板块 目前表现为领涨龙头的轮动接力 第二条主线是前期超跌股 其中以部分前期闪崩股的表现最为突出 第三条主线是汇率波动受益概念 这些公司最大特征就是出口收入占比较高 上海证券报	2018年上半年 利率债收益率曲线陡峭化下行 信用债收益率整体下行 但信用利差分化较为明显 展望下半年 经济基本面和货币政策态势对债券市场走势形成了支撑 但在当前整体信用收缩环境下 应该更加注重信用风险的控制	0
京能置业4日晚间公告 2018年1 6月 公司累计实现签约面积5 41万平方米 同比减少33 94 实现签约金额4 14亿元 同比减少33 97	京能置业称报告期内 公司无新增房地产储备土地面积 无竣工面积 复工 面积为25 93万平方米 同比减少29 67	0
人福医药4日公告 氨酚羟考酮片获美国fda批文	7月4日晚间 人福医药发布公告称 全资子公司epic pharma近日收到美国食品药品监督管理局 fda 关于氨酚羟考酮片的批准文号	1
杰恩设计4日在互动平台表示 公司控股股东 实际控制人及持股5 以上的股东均不存在质押的情况	e公司讯 4月17日 杰恩设计 300668 在互动平台表示 公司系国内知名建筑室内设计方案及技术服务提供商 业务范围遍及全国 目前公司在雄安 海南均有业务	0
对于实现交易分仓问题 潘功胜表示 外汇交易中心前期做了大量工作 系统开发也已经完成 预计7月中旬可以正式上线 在交易平台方面 潘功胜透露 人民银行正在积极推进与其他国际主流电子交易平台的合作准备工作 前期已经做了大量技术准备 希望早日实施 据了解 接下来有望接入的是彭博交易平台 彭博方面表示 过去一段时间已经为连接债券通做了大量准备工作 并期盼尽快启动 上证报	外汇交易中心宣布 从7月3日起新增10家债券通报价机构 包括摩根大通中国 瑞穗中国 美银中国 民生银行 广发银行 浙商银行 南京银行 平安证券 中信建投及招商证券	0
耐威科技4日在互动平台表示 公司暂不考虑以可转债的方式募集资金	耐威科技正式成为百度apollo计划硬件开发平台合作伙伴 公司将在百度apollo面向量产的过程中 提供主可控的高精度组合导航系统及其他产品	0
据techcrunch报道 打车巨头uber今日官方宣布 在芬兰市场停止主营业务一年后 现在重新推出服务 美港获悉 一年前 芬兰公布收紧计程车法案限制 但最近放宽了管制 大部分的修改在7月1日正式生效 uber表示公司一直在等待芬兰移除计程车准可证上限以及价格限制 芬兰政府表示此举旨在将规则现代化 有效地提高新技术 数字化以及新企业概念的执行	格隆汇4日讯 据techcrunch报道 打车巨头uber今日官方宣布 在芬兰市场停止主营业务一年后 现在重新推出服务 美港获悉 一年前 芬兰公布收紧计程车法案限制 但最近放宽了管制 大部分的修改在7月1日正式生效 uber表示公司一直在等待芬兰移除计程车准可证上限以及价格限制 芬兰政府表示此举旨在将规则现代化 有效地提高新技术 数字化以及新企业概念的执行	1
从山西省质监局获悉 山西将充分发挥质监部门技术优势和监管职能 把好市场准入环保关 建立环保失信企业联合惩戒机制等 对严重环保违法失信企业实行市场禁入制度 予以限制或禁入 此外 山西省质监局将围绕环保相关产品 开展专项执法打假活动 以车用汽柴油 车用尿素 商品煤为重点 严厉打击质量违法行为 始终保持执法打假高压态势 新华网	山西将对严重环保违法失信企业实行市场禁入制度 财联社7月4日讯 从山西省质监局获悉 山西将充分发挥质监部门技术优势和监管职能 把好市场准入环保关 建立环保失信企业联合惩戒机制等 对严重环保违法失信企业实行市场禁入制度 予以限制或禁入 此外 山西省质监局将围绕环保相关产品 开展专项执法打假活动 以车用汽柴油 车用尿素 商品煤为重点 严厉打击质量违法行为 始终保持执法打假高压态势 新华网	1
近期 随着棚改融资收紧的消息流出 关于棚改货币化对住房市场影响的讨论也异常热烈 有观点认为 棚改货币化带来的巨大被动性住房需求及注入居民部门的流动性 是新一轮住房价格上涨尤其是三四线城市房价上涨的重要驱动力 对此 西南财经大学中国家庭金融调查与研究中心主任甘犁表示 棚改货币化对住房市场影响有限 投资性住房需求才是驱动房价迅速上涨的重要因素 特别是在当前多套房比例居高的情况下 应该继续坚持棚改货币化安置 而相对于 一刀切 的实物安置 货币化安置让棚改家庭能更自由地使用补偿金 甚至利用补偿金促进社会经济健康发展 证券日报	围绕棚改货币化在实施过程中 走样 的争议 也是本次棚改资金收紧消息快速发酵的推手 不少业内人士认为 棚改货币化已经有了退潮的信号 市场中甚至出现了 棚改货币化将叫停 的猜测 不过在中原地产首席分析师张大伟看来 棚改不货币化安置的难度还是很大 各地积极性也会降低 像最初几年大部分城市实物化安置一样 面临土地供给等压力 令棚改推进速度再次慢下来 易居智库市场总监严跃进也认为 棚改货币化安置本身没有问题 是安置后的资金流动相关监管较少 未来可以理解为此类货币化安置的节奏会放缓 资金发放会更加规范	0
美芝股份4日公告 公司为深圳建行大厦非公共区域精装修设计施工一体化和幕墙工程项目的中标候选人 投标报价328 489 376 13 元	美芝股份 拟收购建元建设51 股权 明起停牌 财联社6月4日讯 美芝股份晚间公告 公司正筹划重大资产重组 拟收购建元建设发展有限公司51 股权 并签署了 购买资产意向协议 公司股票6月5日起停牌	0
截至今年6月底 有多家保险公司获得了 以房养老 保险试点资格 但只有幸福人寿开展了业务 共有98户家庭139位老人完成承保手续 银保监会有关部门负责人说 将认真总结试点经验 加强与相关部委的沟通协调 推动完善配套政策 探索业务经营规律 逐步建立规范有序的住房反向抵押养老保险市场 鼓励更多保险公司参与 扩大和优化保险产品供给 让更多老年人受益 新华社	以房养老 保险遇冷 银保监会 推动完善配套政策 财联社7月4日讯 截至今年6月底 有多家保险公司获得了 以房养老 保险试点资格 但只有幸福人寿开展了业务 共有98户家庭139位老人完成承保手续 银保监会有关部门负责人说 将认真总结试点经验 加强与相关部委的沟通协调 推动完善配套政策 探索业务经营规律 逐步建立规范有序的住房反向抵押养老保险市场 鼓励更多保险公司参与 扩大和优化保险产品供给 让更多老年人受益 新华社	1
通威股份7月4日在互动平台表示 公司在产线上做出来的最高单晶perc电池转换效率已经超过了22 1 在22 1 22 2 之间 量产的平均入库效率今年上半年是21 33	2018年7月5日 通威股份高级管理人员袁仕华以成交均价6 2元增持3万股 共计18 60万元 变动后持股数为69 50万股	0
香港恒生指数收盘跌1 06 至28241 67点 腾讯控股跌2 00 石药集团跌8 21 碧桂园跌5 78 融创中国跌5 39 飞笛资讯	上周五美股收市向下 油价金价齐升 美元微涨 港股adr受压 伦敦金属基本上涨 就目前而言 外围局势动荡 投资者需保持谨慎 今日开盘 港股恒生指数高开0 13 随后下跌 一度跌2 截至收盘 恒指跌1 6 报30315 59点 国企指数跌2 06 报12008 13点 红筹指数跌1 01 报4446 02点 大市成交1076 47亿港元 沪港通资金流向方面 沪股通净流入13 95亿 港股通 沪 净流出为10 81亿 深港通资金流向方面 深股通净流入13 23亿 港股通 深 净流入为0 23亿	0
据国际清算银行的数据显示 欧洲各银行在其资产负债表上隐藏了数千亿美元的高风险交易 仅在报告日期前几天将其转移 同样的问题不会发生在英国或美国的银行身上 因为它们有更好的设计规则 但自从欧洲引入新的 结构糟糕的规则以来 这个问题变得越来越严重 欧洲的银行在报告日期之间增加了在货币市场上的借款 把这些钱在短期内借出以快速获利 在本季度末和年底 当必须拿出自己敞口的快照时 它们就会关闭交易 使它们向欧洲监管机构报告的杠杆水平低于实际水平	6月24日 有 央行的央行 之称的国际清算银行 bis 趁着周末 发布了一份重磅年度报告 在报告中 国际清算银行警告称 多家银行可能采用了雷曼兄弟当年用过的招数来掩盖庞大的对外借款 财务报表中的许多内容确实是被粉饰过的 这对于全球的投资者以及央行行长来说是个让人忧虑的信号 雷曼兄弟倒闭带来的资本巨痛已经十年 而各国央行对于 这种老招 依旧没有什么好的应对方法 这是百年一遇的金融危机 原美联储主席格林斯潘在雷曼兄弟倒下后的呐喊言犹在耳 但国际市场上虚加杠杆与粉饰财报的行为 已开始故伎重演 甚至变得司空见惯起来	1
据了解 近期养老目标基金正在加速申报注册 6月的最后一周内有5只养老目标基金进行了申报 有业内人士透露 7月底将会有第一批养老目标基金获得批复 这些获得批复的基金 应该是监管层从产品丰富度 投研能力 市场规模 销售能力等方面综合衡量的结果 上证报	据了解 近期养老目标基金正在加速申报注册 6月的最后一周内有5只养老目标基金进行了申报 有业内人士透露 7月底将会有第一批养老目标基金获得批复 这些获得批复的基金 应该是监管层从产品丰富度 投研能力 市场规模 销售能力等方面综合衡量的结果	1
统计上半年券商资管集合和公募产品的业绩情况发现 债券型产品表现稳健 而大多数公募基金的收益还不如货币基金 股票型公募基金整体平均收益只有 11 03 截至今年上半年 券商资管共发行了99只公募基金产品 总规模超过1930 96亿元 券商中国	券商中国记者统计上半年券商资管集合和公募产品的业绩情况发现 债券型产品表现稳健 而大多数公募基金的收益还不如货币基金 股票型公募基金整体平均收益只有 11 03 此外 随着资管新规的落地和大资管行业的整体发展 公募基金业务已经成为券商资管重要的发力点之一 wind数据显示 13家具备公募基金资格的券商中 已有11家证券公司或券商资管子公司发行了公募基金产品 截至今年上半年 券商资管共发行了99只公募基金产品 总规模超过1930 96亿元	1
6月以来 上市公司股东正在积极降低股票质押潜在风险 据统计 6月以来 共有452家公司发布了股东的解除质押公告 合计对185 52亿股解除了质押 估算涉及市值达到2119 58亿元 其中有34 39 的解除质押是提前购回	6月以来 共有452家公司发布了股东的解除质押公告 合计对185 52亿股解除了质押 估算涉及市值达到2119 58亿元 其中有34 39 的解除质押是提前购回	1
广州港7月4日晚间公告 2018年6月份 公司预计完成集装箱吞吐量159 6万标准箱 同比增长6 1 预计完成货物吞吐量4023 9万吨 同比增长8 6	广州港 601228 华南地区最大的综合性主枢纽港 拟16 65亿元投建广州南沙国际物流中心项目	0
微信支付官方sdk存在严重漏洞 腾讯回应称已修复 现在 腾讯进一步回复称 事实上 该漏洞为常见漏洞 只要在程序接收到xml数据进行解析之前 调用相关的函数关闭xml语言的上述特性即可有效防范和解决 目前已经启动商户的安全提示 提示商户主动排查其自建系统是否存在该漏洞 并给出修复指引进行协助 腾讯还表示 此次问题服务器端sdk的实际影响范围不大 完全可控	7月4日消息 据相关媒体报道 近日有网友在国外的安全社区上爆料称 微信支付的官方sdk 软件工具开发包 中存在严重的漏洞 并放出了如何利用漏洞买买买的截图 而据最新消息显示 腾讯方面日前也对此作出了回应	0
麦捷科技7月4日晚间公告称 根据深圳市发展和改革委员会发布的 市发展改革委战略性新兴产业和未来产业发展专项资金2018年第一批扶持计划项目公示 公司的 超小型一体成型电感元器件产业化 项目获得了以 贷款贴息 为资助方式的438万元发展专项资金	6月26日麦捷科技 300319 公告信息显示 新疆动能东方股权投资有限公司于2018年06月26日将其持有的2000 0000万股股份质押给上海润良泰物联网科技合伙企业 有限合伙 据了解 此次质押目的为融资	0
同益股份7月4日晚间公告称 公司近日以银行收款的方式 获得深圳市宝安区经济促进局2018年度第一批宝安区企业上市补贴项目资金370万元人民币 占公司2017年度经审计归属于上市公司股东净利润的20 07	2018年6月1日 光伏行业受到一个大大的 礼物 国家发展改革委 财政部 国家能源局联合印发了 关于2018年光伏发电有关事项的通知 文件指出自发文之日起 光伏发电的补贴标准均下调0 05元 千瓦时 即全额上网从0 75 0 65 0 55下调至0 7 0 6 0 5 分布式补贴标准由0 37元 千瓦时下调为0 32元 千瓦时 同时通知明确指出 今年暂不安排需要国家补贴的普通光伏电站建设	0
誉衡药业4日早间公告 交易对方未按承诺时间退还18000万元的收购保证金 资金占用费及违约金	7月3日 誉衡药业发布公告 截至6月30日 一笔总额为1 8亿元的收购保证金未能如约收回	1
7月3日 茅台 泸州老窖 郎酒座谈会在四川泸州举行 围绕 加强合作 共谋发展和白酒金三角 等话题 贵州茅台董事长李保芳 泸州老窖董事长张良与郎酒集团董事长汪俊林在会上各抒己见 值得关注的是 这也是继6 3 茅洋会 和6 25茅台 郎酒 习酒 国台 钓鱼台5酒企赤水河行动之后 行业内又一个竞合的标志性事件 而竞合的概念更是深入到大产区领域 背后是包括 泸州 仁怀和宜宾 白酒金三角范围川黔产区的大融合	7月3日 茅台 泸州老窖 郎酒座谈会在四川泸州举行 围绕 加强合作 共谋发展和白酒金三角 等话题 贵州茅台董事长李保芳 泸州老窖董事长张良与郎酒集团董事长汪俊林在会上各抒己见 值得关注的是 这也是继6 3 茅洋会 和6 25茅台 郎酒 习酒 国台 钓鱼台5酒企赤水河行动之后 行业内又一个竞合的标志性事件 而竞合的概念更是深入到大产区领域 背后是包括 泸州 仁怀和宜宾 白酒金三角范围川黔产区的大融合 相关融资标的 泸州老窖 000568 sz 古井贡酒 000596 sz 五粮液 000858 sz 洋河股份 002304 sz 青青稞酒 002646 sz 伊力特 600197 sh 贵州茅台 600519 sh 老白干酒 600559 sh 山西汾酒 600809 sh 今世缘 603369 sh	1
根据中国养猪网猪价系统检测数据显示 今日7月4日全国生猪 外三元 均价为11 50元 公斤 较昨日上涨0 08元 公斤 今日全国多地出现上涨迹象 据悉目前各大养殖场压栏挺价意愿较为明显 此次上涨的主要原因可能就是大场人为提价 数据显示东北 华北的温氏集团 正邦集团价格上调明显	9省猪价齐上涨 广东温氏出栏调至6元 斤 财联社7月5日讯 据新牧网监测 2018年7月3日新牧猪价指数93 93 较昨日升高0 63个点 今日全国生猪均价为5 72元 斤 较昨日上调0 04元 斤 较上周同期上涨0 03元 斤 上涨幅度为0 52 近日各产区生猪供应进一步减少 部分地区极端天气推高猪价	0
